Publish time,Page name,Permalink,Post type,Impressions,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Seconds viewed,Average Seconds viewed,REELS_PLAYS:COUNT
1/28/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02MRf8pebJEd4tSR6Nvs4KpxtrJngrJbS4enUxFHsAqTwe4FKqUo6hgNMoHVKDKChAl,Photos,422,402,19,10,1,8,21,,,
1/9/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/902829804579855/,Videos,187,151,5,2,2,1,4,5243.426,28.652,
1/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0SZhDQBoX2Nq4gyBaFTmnkRUmeUm5YpbqPSunJf83jx85sLFGTKiv2ghbKNZyqtAel,Photos,142,126,12,9,1,2,3,,,
1/6/2024,Astrofluenced,https://www.facebook.com/reel/1070806324123857/,Videos,138,135,6,4,2,0,0,2147.252,15.447,180
1/7/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/1295226441150336/,Videos,128,111,9,3,4,2,0,750,6.756,
1/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02DjkeqA1VhXbXPDvCYS7ADc59akivPR4pEiZeuu7D26ocGRqLeS7oBzmpCN33Ew9Gl,Photos,108,106,4,3,0,1,5,,,
1/14/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02T7aiGueSqWuEPTWYAeD9v9fmaYJQiNPS6HqbLaYFjd7pTHWNj8vSSir7tn4p8tCAl,Photos,95,88,12,11,0,1,1,,,
1/2/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0HrVF7QkzYm43Ra6nxxytyFoktyVYjLmVCttcxeMbHYubnejYrhTrUpydHmtz9prBl,Links,78,78,1,1,0,0,3,,,
1/30/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/1117909579540676/,Videos,73,65,2,1,0,1,0,463.789,6.721,
3/22/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0sXVVoigeafjm8HT7G613Np6bBJdvWwfSWnuCrjdPCSM9vfRMkyo2mZFyPHrZidCxl,Photos,72,67,2,1,0,1,1,,,
1/2/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid035tM34os8y9pniwDCC88nK7QiN1zkJEPNfwqXcXiEqarawJ1eEPNZFq55SfkorHBil,Photos,71,71,1,1,0,0,0,,,
1/2/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02u4VoKftomc1zcg26WdKmzr8V6LVS4ynYiLyf6iHEA1NriYU62qzgPSUV9btahR3yl,Photos,62,62,1,1,0,0,2,,,
1/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/641652594647350/,Videos,46,41,3,1,0,2,1,1076.16,18.88,
1/16/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/1439499487004112/,Videos,44,40,1,1,0,0,0,1081.848,26.386,
1/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02DVSu7qn7vUF81YDiB8X8wmCwNmUsGv2WL7EqA6iF8nRiGvPJz6TEV3Ye6RgPM9wFl,Photos,42,41,1,1,0,0,0,,,
1/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/1987659901634744/,Videos,34,31,3,2,0,1,1,287.991,5.142,
3/23/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0bTPF1BfJne3kcJzbyxQy8Ko6L6hHHCMcHqRyVLQ8sMPrS7LiN3TQaBmoFpss7uc6l,Text,32,23,1,1,0,0,1,,,
1/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02eKbnjBq2Vd87fX7xQ2kKTeo81ioi15Pdmhq77gCr2613Es6u6rW2uPjmzqfkg6uhl,Photos,29,26,4,4,0,0,2,,,
3/22/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid033bL2FCEk4Azf5XK88xFQTSnLvSmQu46MBxHbdo4TvrtbhfRQbQJ3ff5zpBvjBeDYl,Text,23,23,1,1,0,0,1,,,
3/23/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0EbLS6PZLcSbjsrTHB2nWe8sb1TByLZ6NqqitnQkCowgbhCCbcpb87mVbjK56Dww4l,Photos,21,13,0,0,0,0,0,,,
1/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02wZXbgpBWeR2xta2xej44TGne5Rm6zvxC5Cchz8warG3tHmaiS31vfXN1bGcd1z3rl,Photos,20,20,2,2,0,0,1,,,
1/29/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02GafGsBfBY9Prt1pZZ9pHRDpKtyb4DFsTVpiqpEnrz2fZ7cb1RzX2F65Jx8vABwVSl,Photos,17,14,1,1,0,0,3,,,
1/17/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/820919686470190/,Videos,17,15,1,1,0,0,0,81.603,1.665,
3/22/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02x2wUmgcwfeZoBoVpn4sS2qPhkPLE84DcxBrVjBmMbymhx3JDu5RnBhvTNNMJAxjAl,Photos,16,15,2,2,0,0,0,,,
1/10/2024,Astrofluenced,https://www.facebook.com/reel/371727955462989/,Reels,16,13,0,0,0,0,0,74.436,4.962,20
1/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/1516712242517769/,Videos,16,14,1,1,0,0,0,87.283,3.232,
2/20/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid034DUcX3R3W7QDqaA6y76MhmcM13Ujy7Y51A4WhGodE5XkXh7bbj2JXPsfLuVMuoDol,Text,15,15,1,1,0,0,0,,,
1/19/2024,Astrofluenced,https://www.facebook.com/reel/393888536352876/,Reels,15,13,0,0,0,0,0,176.965,11.797,18
1/7/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0sQwSqZQAstuSyYJas8Jk2qXLbfFo9SgPp4788i2Pfvw9YwYb2aRLbbaih44qqbEWl,Photos,15,14,1,1,0,0,0,,,
2/21/2024,Astrofluenced,https://www.facebook.com/reel/927764755523634/,Reels,13,11,6,4,1,1,0,249.688,5.548,55
1/16/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid07y2TSSHXXDPFPz5T5bdSy2BVY4b1qY4EuuyfV9mdBzJ8LpiX23KyQr8sZ1eDi9Nul,Text,13,11,1,1,0,0,0,,,
1/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0X4pFgmNem227KDxmJbW5XRi4PJh9hmjXNrm6bvK4BC7N2SXM6RBG4NKoCWMhY4n5l,Photos,13,12,1,1,0,0,0,,,
2/25/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0ENLfYGkA8tWRJB8d5AkwKR1ttXWWAsTSopSWTSNXAYNMDeHxpceYGY9eTjUmQAdAl,Text,12,11,1,1,0,0,1,,,
1/27/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0tMsYPW2orJ39VtoKtVQuj6Piofv94P38SUWLwA5qA1ypZJwzropo5sR8oawjKsTPl,Photos,12,11,1,1,0,0,0,,,
1/11/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0ujABjscHgnqRh8kyWKZZyrtW8hta47kFDB97frnKnReZKQHgC7KW9eEa6zZBehcXl,Photos,12,12,1,1,0,0,0,,,
1/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02ZjM3T5nV8PHYoqKwSPwSFnWbi2B25pSAy26xXChGf3TyaiwkyBv54f5V5MN8JUEQl,Links,12,12,1,1,0,0,2,,,
1/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02zEwArSouZBxThNHoxmfW17vxVdVpnC2w6X71odDcrH2DnvboL96BJMxQ5F42QVRRl,Photos,12,12,2,2,0,0,0,,,
3/21/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid041TznRqG63AJpfLdJu2D85cS3c1sD4EzrAJaTMPX6ufj55Ho17emFznGc9QSPfXFl,Text,11,10,1,1,0,0,0,,,
2/27/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0dRavFr8dPVKJaFeBYCmuqP9QLFFV4kXja7JX1gfWzHsHxMrbf4r6J4GFGrCvXdJl,Photos,11,11,0,0,0,0,0,,,
2/23/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02VPcmXAm55UvQbkpDxP9zRmJCvbApTTo8y2PrhwyqoMxKZ5DSAqsVhEDTbE1bm5Khl,Text,11,11,1,1,0,0,0,,,
2/10/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02VNxmDxERWHS5YRZYZMr2wegQGGTsMaWjK5aHQ7DC8xVfhEEFLS5bBKtdrKSDMR8rl,Text,11,11,1,1,0,0,0,,,
1/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02DsQ54aUpXPcKTzm8TQYL94zsWDpU5E7rXrL9BiT9uLccKGQpnb1zbNVNJn8Tv3unl,Photos,11,11,0,0,0,0,0,,,
1/16/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02XcV5o5i2iEc9MBRarqaSGkSuD7j8guWDwQwUZfTxyFguVjbjy3cmp1H98SLAUwdXl,Text,11,10,1,1,0,0,0,,,
1/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0KTKKvuvXWB4cX3ftmP3wZZwM8BCgGoybbnKzM7F857XqGjd9aFUwVFNNVVjZSR9kl,Photos,11,11,1,1,0,0,0,,,
1/7/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/328590703481671/,Videos,11,7,0,0,0,0,0,5.862,1.954,
3/8/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0HJhziS8aPgbXFVyNNCzrj7L4gxVetbGJeVVeJni9oE5eRGNWMLJDDd2RXSthdodtl,Text,10,10,1,1,0,0,0,,,
3/7/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid026KMdCSbgzh4CQizeTmR6WpSkfscTrCxhtnNsgPHhkycLNCm8CN2oQZcw3whhsLAml,Text,10,10,1,1,0,0,0,,,
2/21/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/930034958359761/,Videos,10,9,2,2,0,0,1,43.203,6.171,
2/16/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid038B35B3sJwHEL26dx3nc6r836B8FrARFkmzK5yX3B2TGsZ4o17Q2zwYVwBXJTnLkKl,Photos,10,9,2,2,0,0,3,,,
1/29/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0DyjVJKWoxza1h88YHHr9cRLKjJoBt1fcQ4Li3qL2xqS1j6ALJ74oGnpQ2ZVwWv23l,Text,10,9,0,0,0,0,0,,,
1/28/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid036K2ZacSCnF7fN9vACUbH5wkBFhEzqwG5a3mVPr4d8ENwtySHJPJW9RdytGsLKEmzl,Photos,10,9,0,0,0,0,0,,,
1/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid037mStVGqzQnyExRJK6Mc8rXkc87egmwpuA1QD1aWqpy3RUcPX6g3aLSrauoyCNvnAl,Photos,10,10,0,0,0,0,0,,,
1/24/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02Acnvxa43EKrbL9wXRi2zt6pmXK9WbuLFqu7rCA5B2nw7hRq5oTTm6nZp5ZE86skjl,Photos,10,10,0,0,0,0,1,,,
1/17/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02T2n1RzSMzJNLAa2kHb6iEsG99Lh4NkZmUStH7RFXe2w69pDcZZwALBNgAmC3yqBDl,Photos,10,10,1,1,0,0,1,,,
1/7/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0s5AxYsnxqvoHGs3NUd4TU3CHHAoGc9py1C4Q9e6Eef5a4gp31KryaZXib9jRmUzHl,Photos,10,9,0,0,0,0,1,,,
1/9/2024,Astrofluenced,https://www.facebook.com/reel/3609364282644647/,Reels,10,7,0,0,0,0,0,64.107,6.41,14
3/8/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0zNFcyFGyBmq7NgAngJtmcNMQPzMmK7v7YDwMsuuyHPkQXCPTGB6gFzrgMDEvAHmHl,Photos,9,9,1,1,0,0,0,,,
3/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02KA4SYS8sYqoRMYQHArPxYrCo42zaQy7x2nSh6nBHsBVryKb94o53TAe1Xd3fcpLdl,Text,9,8,1,1,0,0,0,,,
2/14/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02KH3q3QSSxw1nTsrfSgrKsdQwjdTiKKKoPVSWk4fsqjLEwemQaAmu1pQaVTiVePqdl,Photos,9,8,2,2,0,0,0,,,
2/12/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02s3XumrDHKx8Njn7rQoUrB8ZZgHiY27pRBnKCTvadjRz9WHQnJzx8MgxthjJjUcZ3l,Links,9,6,0,0,0,0,1,,,
2/9/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0GBQ9oEoMECEif7h27VPVYo5potAcREXfSAQe39SmugSLhnN7BGnUXonvD8b6jKUjl,Photos,9,9,0,0,0,0,2,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/739939454743882/,Videos,9,6,0,0,0,0,0,63.315,3.957,
2/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid032o2JW2bCayCumAbqHBg51FLrz7kgH4fX4ZJVvAUWdVirfYuzp1ThtnwF6yVAbZ3Ml,Photos,9,8,1,1,0,0,0,,,
1/30/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0ftaE5ERTFvndiMKsWxHqG8j3WXJDtyHM38qPtMmAW7LhtbgGfF8xoRCFGbgY4Wkdl,Text,9,9,1,1,0,0,0,,,
1/29/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02YNw82oXQQ9NH2Zairm8T5MrNtQ2GMJEVT64cjnhPoxZGC6iTzbZihpuBmdQmiD9dl,Photos,9,8,0,0,0,0,0,,,
1/21/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02f2zSozscLxSEP5uFTgqL5KYriyHdo2WTamPMYvGHfudEamh4Qx64W7ayijDYYnz5l,Photos,9,9,1,1,0,0,0,,,
1/20/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0nUhZwbsyTjVwv4szFyuvXh3AcvzaQyd146d5immjsgH4WUs5dXe4kKbZB55g8p6Kl,Photos,9,9,0,0,0,0,0,,,
1/15/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02DrR3BX3kLCiRhygoar58vguFddiyjQpKBNpeDtAfaKaPJ2dj84uSHwK8VreiA4QVl,Photos,9,9,2,2,0,0,2,,,
3/21/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid033ypqfi5DTYDNspdnp61iaE8fqtiPGa5dFm8sEbfk6Fnu75qQ9Qsese4omthAd68Ml,Photos,8,8,1,1,0,0,1,,,
3/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02iRMLXdXVPvRMFnUaA8vTvNtmZ9uFego5jkPbFcZteoQxN1m4azinyWYkSR6sNqQ2l,Text,8,8,1,1,0,0,2,,,
3/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0XYSn6ogXo2EXf7t7Zre61GgqyBhaSAqAkARCmMfV6PM3kX99db8ZYMkB2qgDLDCol,Text,8,8,1,1,0,0,0,,,
3/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0MQMD8g5GN4V5Z4fkueenzqH7rHKvS1MWM4a3SB8iQ5KMXfrkDazZKEr2qmrXpjsPl,Text,8,8,1,1,0,0,0,,,
3/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0dbfXCaujRx4TbqYmvD31PpLZkd6dPw5g6VHKVFq3KWtZufAxjFxb7VEyhSZyDpf5l,Text,8,8,1,1,0,0,0,,,
3/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0X1RtpUydyoMD7cPA6ikMBkSMHTe11eQdt8tdoVY4RPF5zN4V1dSBs7xu8v5BkZgel,Photos,8,8,1,1,0,0,1,,,
3/2/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0fr4YGa4duZN6amseoG4QVhBmRUxFMwRSLujSv26SLHDzrT6dbbfmBxMVqerqqCKAl,Text,8,8,1,1,0,0,0,,,
2/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02phMBR84Kebn1LvKSxEXbSQ3GifAAWUP22v5E9tjctCErGRVHMqxRjnoHvEUBuvuHl,Photos,8,7,0,0,0,0,0,,,
2/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid024UsnxqjRqRTinuu4eKQ2NVwTAAk2TJh5oxQPXEBxqj1FJF6tJtaNpEAfjEXgkDEdl,Photos,8,7,1,1,0,0,0,,,
2/22/2024,Astrofluenced,https://www.facebook.com/reel/740919234811205/,Reels,8,6,0,0,0,0,0,27.904,3.1,9
2/21/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02FshykRGoEyXgWSw9nH3rMn9ykghgPyqFJyTdzNYAqmTeERD6ZngTAheLkGFTe9k2l,Text,8,8,1,1,0,0,0,,,
2/14/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02Rfi4HG1XrGqTTVazrLEqxttVszbbYnP934T8622s21ijYXC6xYYE1ti1SDJca3UGl,Text,8,7,0,0,0,0,0,,,
2/11/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid03vfHwWdBEmhpipVnYWMScxCeRBFEUatRR1c8uabxpkiRqryUke1cWdSnSkXdgoBxl,Photos,8,8,2,2,0,0,0,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0wZJzPda8DqkagNjLgXX4fT5HKH6gHk5i6QQbAnH61jrnhwLacKGBYA6WKLgNUrLml,Links,8,7,1,1,0,0,1,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02Vnsx4LX4pZSsJdtxkfCputJZP2JnF67GYF79g5Pyi7kEyrpZfLhBv9pcUzH5apR1l,Photos,8,7,0,0,0,0,0,,,
2/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid034JHKMxd8MTTCUtUE8AAtRbDhSbWGD8hWjCXGGX1yD4T1cJazt8s3VUXUvPdUzAmal,Text,8,7,3,2,1,0,2,,,
2/2/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02pKHg6Bbr7rKdZbkD711xud45U4Squwf7Sgj2UAgWsVRFaTMcuvhYvZcsxjk54B5hl,Text,8,7,0,0,0,0,0,,,
2/1/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid01MUmbS1wFBQ3jomPvBo579g1EKF85Ku1nM2i59F7mndYuS8cGhyqjnncP3ZYMYPel,Text,8,8,0,0,0,0,0,,,
1/28/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02pHRy9W8aVsxS9T6u7xaVYxDBkbVeWgbAyfC3iVEVc5vAWD8g3Dqp88z41v2aEMFHl,Links,8,7,1,1,0,0,2,,,
1/23/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02MBgMphz9QKNSeNjJvfXK5AR3ScGmv8N3jwedehq9rg2dSsk4Y2F1YzkepaaaWuNil,Photos,8,8,1,1,0,0,0,,,
1/17/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/399411852646878/,Videos,8,4,1,1,0,0,1,389.544,77.908,
1/13/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0xt5vW79gsD2oD3ue8CnYvwSQP9u7ksuzXBte6ZsN61BfQqD4R5rYsdmrKdDEuYoXl,Photos,8,8,0,0,0,0,0,,,
1/12/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0HSF5Zer8HivGhgxgShAD4yoxkHF2TqjQ7hM1b1NGx5XvtvhbossxX5XD3ojzVWmGl,Photos,8,8,1,1,0,0,0,,,
1/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02RQCbvUqY2LXqrTNbAGGbksPPy7hNGC9VWpPPvqvCHZoXzDgTW1AwMncCFHzyR9aJl,Text,8,8,1,1,0,0,1,,,
3/20/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid033TuGnBGy5xQeiNsQhsxVtBcLNyELq7pSNbsQMLVprsHXSiQXrKBM16Drz9aUG7dil,Text,7,7,1,1,0,0,0,,,
3/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid03536Lre7t7d1N2sgq5r7aA5rm5YhB9i3YC76AYwcCpaxwwMsQCUbs8JVaHEjAvkTtl,Text,7,7,1,1,0,0,0,,,
3/1/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0f7Mu2Zbrkfj1S2aGQwSWGRRoBK8RLuwBrP5R6HPe5MdNZJitnhHV9GdjRYqW5pWql,Text,7,6,0,0,0,0,0,,,
2/26/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02nqLfpgdDVZ8jdu658uAgitaRexbQMjWLUZzeSKRAsJMAe9baLFiAkN2whseB2UKTl,Photos,7,6,1,1,0,0,0,,,
2/25/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02sEte9h4k3Fha6u8XbGyq6XAodKt3wNHEbAWacpCCgnfrSZcxqBH6XgEx2s8CC7n1l,Photos,7,6,1,1,0,0,0,,,
2/25/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0wDDXPaLhEqfqDiFwEYbPm4Wiswh41ZpGJnjHSFgCieZwkUVzQSVTD1iHk1g98MSLl,Photos,7,7,1,1,0,0,0,,,
2/24/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02T2ELWyfVM8uFM2ZCizoGeSY9pFMqpyWE8ZBLqpTNXjtayVS355RVDn1N8pyMvsnXl,Photos,7,7,1,1,0,0,1,,,
2/23/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid022uFQnoWWwA2tD4FYpFPCkBz2h1UZFJRGw98wSXK35JbtCqayAGXdevY34Wu1fQURl,Photos,7,7,1,1,0,0,1,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0vzz6WsowGK1Nc4up64oZzXczmr9URghnw7GdFpoyeapJePVnQbJWUBwgdr2ehnPel,Links,7,7,0,0,0,0,0,,,
2/19/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid07XoEaPJVECVCijFXikPUEPGzry1QQw6d598GDPxb64EMpzL6Lia5u2KAxbFULWKwl,Links,7,7,1,1,0,0,0,,,
2/11/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02Ui5mWZuZAnU5UqKosCi5VhnLULVNBCQTUDYzENxvWncWDVH8cDjSF4VHjko7rcJul,Text,7,7,1,1,0,0,0,,,
2/11/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid06wBKfNh2mhUF1Ts4ingPzpJKv8YoQw6ixcBx57fCWnSNRDX82QyCEUS4qAEqUtLKl,Links,7,7,1,1,0,0,1,,,
2/10/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0arKy88PenDTu4EYFRrrgbQEr5RZApnu9zqWroJLinoqkF3KwNfKop8CeW1WnKrW6l,Photos,7,7,1,1,0,0,0,,,
2/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0xnWsymfBWyw8KR3gZHA5gbbxRw6VqMGsSj3zwAjJR3jLk7u3PAzPFrVDt39ARRNgl,Photos,7,6,1,1,0,0,0,,,
2/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02wqFkFEWAAp1YwPP644G7692rYEWs1rGgJXDtk1y5XeHsn9zxpcZCDhoJTRzxGqKPl,Text,7,7,0,0,0,0,0,,,
2/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0wgr3oceaHB52NwEv56XLpQww7EuAUfy3KLLX7vCQnPowS3YnfooyPiUNMoFLF62Hl,Links,7,6,1,1,0,0,0,,,
2/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid024JW52pfwUvqADdJpzV3ZPzji7xzVEUxvLf6f6NyVDyiJwtTNAhAYuUdUjw2RbjC9l,Photos,7,6,1,1,0,0,0,,,
2/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0226Q3ZrjCfRYEEBZoVuvLYcSBYTuFd77LQCbBuFQBhrV2tBStmLmBf2QEzEURyUL5l,Photos,7,6,1,1,0,0,1,,,
1/31/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0gbREgGLGJo2w5G7qDBVRXhUWuNgPJPVCTmSUyJn5AiiZ57vLvigqEoQ66MdAn5yol,Text,7,7,0,0,0,0,0,,,
1/31/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0KK8EnUgL35jh2KJHQfMF2y54q6ehR7tEqKX95tLqYBpEjGxeXF2V9cu4fFvHkb2sl,Photos,7,7,0,0,0,0,0,,,
1/30/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid033pymfHwUG5mr6V3cJvf3V7pbs8Eu7gm4feZEBpZM3oXnwkjwAfaL2hvptJjbGnMAl,Photos,7,6,0,0,0,0,1,,,
1/28/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0mwnyB1eetvqvpkBHbXf6wHoK896544dhLS9p4u6NdZ7J9BN5NhQSVjdvjq9TNTk4l,Text,7,6,0,0,0,0,1,,,
1/24/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0cNEzHGxE7tCts2AtiQSUTgCZ2RXxTrVQBjSXLa9DQt4d5ZqZEyj14tdwwwqqoZz2l,Links,7,6,1,1,0,0,0,,,
1/22/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid09xTfdRQCxxL3zySKVLtg3uVnquqePpBUqLHJdGG9xTiu358Hdh9DATAv3vdvrg77l,Text,7,7,2,1,1,0,1,,,
1/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02LzycJr2ERQLh5WbRRqZNWcYjBpJPdXSVxF4i4DtkQupszbGgG6gBFmZBYWjw62oSl,Photos,7,7,0,0,0,0,0,,,
1/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02VQpRJARVSvWNPg5rL8XHyqExQRbZpmVarKWuyJqxJtFMKArpxt96VLxXs1DLRz6cl,Links,7,6,2,1,1,0,1,,,
1/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0HJGfBd7UgJKAZsgzphYYn2BMrngoVhzzHqfGzoUaihq8BddnFkemYZf79TFSsPERl,Links,7,7,0,0,0,0,0,,,
1/6/2024,Astrofluenced,https://www.facebook.com/reel/885701549758210/,Videos,7,5,0,0,0,0,0,19.742,4.935,4
1/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/videos/288111687192257/,Videos,7,5,1,1,0,0,0,18.071,4.517,
1/7/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02En3892d6AEYSCtrxJf6tgbNYC7Wi59yvFEn9WZTL39M3iWAGfKwYk8LnyHphex5fl,Text,7,6,0,0,0,0,0,,,
