Publish time,Page name,Permalink,Post type,Impressions,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Seconds viewed,Average Seconds viewed,REELS_PLAYS:COUNT
3/18/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid035aDaxQDeha18hJKxQEwAM6F5cRCWX2j76Mp5JrLXyeSuaVQqaunQeXndQM2wwR1zl,Text,1,1,0,0,0,0,0,,,
3/6/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02hX3GAZ1ShnM4Y7QdvQ773qgrPZYFmx7UpXev1CGkN8dSex8CD8TMQMnBynEK9S12l,Links,1,1,0,0,0,0,0,,,
3/5/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0yJSSsJTRtffjn147Ekv9AaoiCRfc7yr2wsTfNk1qKNA9wXLcmYZoqfn9zkViCvrLl,Links,1,1,0,0,0,0,0,,,
3/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid021FMzgrrPpkuzTNVfLP2ZaHLyjZmNYP8v67RK1syEKJhPNdJAVixPuQ8sCFZ18QL5l,Links,1,1,0,0,0,0,0,,,
3/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02iQNJea6RCWT87Cggf8cSwMthbGn4LPiR743vLvNwSjsCeow5RP8p9HUKi75xLKUjl,Links,1,1,0,0,0,0,0,,,
3/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid05WweyXjdsQfL2yoG97eAh2gakaQmCFoY6R4hDY1rffF7J3DbRzL3phEYsKrPnZfcl,Links,1,1,0,0,0,0,0,,,
3/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid06WH6wvyKGJt3KLMauRFWbdrN2UA3pX6Uca1uxxQvL6wvr9pM8eQRWwJAW4J7re1Vl,Links,1,1,0,0,0,0,0,,,
3/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02m1jVDUA3vFHdzGJiPbz4TV3H5fRPMu4pbATtdZ1WhnzgfqHVTvfzPnWsw8kiEUZzl,Links,1,1,0,0,0,0,0,,,
3/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0gh6caoaYaqGQp6piCMJnckvCactnq8JkRBuxkogVSxoJNHqJzZEdotHhNiLYT95Wl,Links,1,1,0,0,0,0,0,,,
3/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid095MGUaBgVNEvG2r3rGrCA2B7uwAWjfDHSdoKpLJFGw7aimAbT41K1kw3ntjneA1Xl,Links,1,1,0,0,0,0,0,,,
3/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02b8GhYVgatZH8XzPwmrgDcnKdmbdQMiin5KsFiFWa7L2dg2GrvzF6HTkWSeFnZEoPl,Links,1,1,0,0,0,0,0,,,
3/4/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02RvfsAG3kssGjSiQ3XsvdNiWRascSSYgdEsSnxZTXWYAxJfWf5HnX6MMELNtWbU27l,Links,1,1,0,0,0,0,0,,,
3/3/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0x1jtTurgj1rTN9KjgWqMLrx5TEqqwYJDeuF4dpHGpigvfchQ2B89ztzrrf1wVx5Al,Links,1,1,1,1,0,0,0,,,
3/2/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0Ra95E9RBwHBheAg7wqUyfiR42u5ACE8vzpE4ET11rdDjW5Jsa4uzW89m5ng4hvALl,Links,1,1,1,1,0,0,0,,,
3/1/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02MUPVPiTfSkvAGAm6RaX6U5n5pLe8invmk22St7JkE3eaguWyXbWeLSaX2WCJo31Bl,Links,1,1,0,0,0,0,0,,,
2/24/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0Lm7EAL51xA53yxN1F9CD8ruwsap5ZWPKFs98NPQ6ADFsrZAU8AvygLoZWcB7ALx7l,Text,1,1,0,0,0,0,0,,,
2/24/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02BvoVxPi5Y5JnGc9ZEhvpoSUcjbaE4NWXC3yDDD8EKh9ewwmY5q9FjyZihP9PdFJ6l,Links,1,1,0,0,0,0,0,,,
2/22/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0xXfTMSew6iBp4T7BVW8ynx95kyXRs4YzZVS6bDKXgTB8p6ntxDvLG88JxgDhTumRl,Photos,1,1,0,0,0,0,0,,,
2/22/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0Z2B7bu9cZsKhJCYi9J2DohDLgD6VS6aJRM6JszUBGC7XcLew8SqbGMvRLzjxon7Wl,Photos,1,1,0,0,0,0,0,,,
2/22/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0DRQZzL7XAgx8EhRYDW1A6oZHYcvpoy6Ng5KHaZRRyEmy8QNtsBhpHyso3atxLXS4l,Links,1,1,0,0,0,0,0,,,
2/12/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02rC4VvogGwHQxBY4sJFmSVjYt2rxhJswWfc2Y3u9ipXSMmMh7ARr91RLwMXPnGz2Wl,Links,1,1,0,0,0,0,1,,,
1/23/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0XEKJZAPwgpENb77TCpiDR4HMrGPbqbqmvBz9EFigRe9kjcMz1csFkZSPbC5B9pJMl,Links,1,1,0,0,0,0,0,,,
1/17/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid029L6KgiB6PQU6QBL6WVxusqYDZW25gpfyUyQwni2J5xnXzBJpbkRzvwEXHNegAyyKl,Links,1,1,0,0,0,0,0,,,
3/15/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid02UzMZYmMyVkY7J2oBKLEGHcaJ48giiFC4wpYhnKvBUGhxDFxtdHAjRZ1KJtvN5yQel,Links,0,0,0,0,0,0,0,,,
2/24/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid033h1Q9jV2KzfjfBgHJop2NJsnrudLWguDJMudGoGcD4W4uYbY7EnUmj2Y5B918MLhl,Links,0,0,0,0,0,0,0,,,
2/23/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid034hYXLN2Dw84ouXW8Q7KSeyMVWSN6quhFNWQsahjuaA1RQ9VcifrrjZUKNbw1pdQel,Links,0,0,0,0,0,0,0,,,
2/12/2024,Astrofluenced,https://www.facebook.com/astrofluenced/photos/a.173727245783281/246315391857799/?type=3,Photos,0,0,0,0,0,0,0,,,
1/25/2024,Astrofluenced,https://www.facebook.com/astrofluenced/posts/pfbid0jZkZJqfXSAVznC2JTDi3Y1SeYbLnRxjetZSwGVvP2DUPzkuWy3JyWsx9FDFanCY8l,Links,0,0,0,0,0,0,0,,,
1/2/2024,Astrofluenced,https://www.facebook.com/photo.php?fbid=238079772659106&set=a.118826574584427&type=3,Photos,0,0,1,1,0,0,0,,,
1/6/2024,Astrofluenced,https://www.facebook.com/photo.php?fbid=240534652413618&set=a.118826574584427&type=3,Photos,0,0,0,0,0,0,0,,,
,,,,3995,3670,295,259,14,22,171,12677.918,,
